I,Q,I_dpd,Q_dpd
0.327729623826475,0.187101882026029,0.27566132,0.14747775
0.18568326571168,0.139784837887283,0.16959713,0.09263638
0.020137405990424,0.0842595318734157,0.024850357,0.04360159
-0.139550058894608,0.0350339126704096,-0.120905444,0.013800128
-0.268472571202587,0.0023899215806666,-0.23511206,-0.0034662122
-0.35176733823919,-0.0111236937890524,-0.304249,-0.009300219
-0.386726864226257,-0.0113256280444108,-0.33033866,-0.004336482
-0.381112635733839,-0.0099307886840511,-0.32176644,0.0045049447
-0.348593051446401,-0.0198091241017261,-0.2908187,0.004770561
-0.303101241776984,-0.0496012557771527,-0.25044042,-0.014031032
-0.25413290007355,-0.0995696649131068,-0.20975175,-0.0538813
-0.204524561759236,-0.16019341603951,-0.17096505,-0.106348485
-0.151259280229641,-0.214140897634041,-0.13016029,-0.155004
-0.0887059525160312,-0.241160586729494,-0.08166675,-0.18112649
-0.0128222628995794,-0.224464773648109,-0.021506842,-0.17060867
0.075450842860322,-0.156651741671934,0.052237924,-0.1187949
0.169005196955599,-0.0432845499507756,0.14144447,-0.035814963
0.25609987389023,0.0971027303310913,0.22070852,0.079895966
0.324042900696345,0.236766756425117,0.2767855,0.20149592
0.363591169399926,0.345375851894255,0.3013739,0.30051625
0.372327235807993,0.39773211161778,0.30253202,0.34689307
0.355627758643141,0.3804861079527,0.29388595,0.32227862
0.324736963085583,0.29597820639503,0.2813022,0.23156238
0.292569151450132,0.162100531485747,0.26298466,0.09902455
0.268771085282593,0.0081343169355122,0.23970759,-0.04344373
0.255929391043975,-0.132412851862151,0.21963643,-0.1650869
0.248458852561885,-0.230150724259699,0.20612031,-0.24316622
0.234761044388468,-0.267194773129035,0.18782339,-0.26734006
0.202030276581337,-0.241696895899053,0.15058246,-0.23953143
0.142044964169441,-0.168333210580208,0.09110231,-0.17123275
0.0558076239771688,-0.074579350241363,0.017012574,-0.0825225
-0.0448169154039019,0.0063352617889437,-0.062496137,0.00043595815
-0.139340327746377,0.0440558507680307,-0.13732684,0.045235295
-0.204301371670254,0.0191495442360549,-0.18648721,0.030770317
-0.220622039523475,-0.0714885035930547,-0.19614339,-0.043877475
-0.180265321018181,-0.213311338967358,-0.15940514,-0.1665917
-0.0899002059525719,-0.377323397799824,-0.075969145,-0.31065887
0.0298163860932934,-0.527113029899732,0.044533953,-0.4378444
0.149323314531726,-0.628007684169605,0.17365268,-0.51633215
0.238147361210456,-0.656031385213072,0.2640014,-0.53109103
0.273365297007246,-0.604305696146147,0.27493802,-0.48508233
0.245913391433745,-0.485116968690245,0.2047273,-0.39314812
0.162803644966397,-0.326959226886144,0.092632234,-0.27092534
0.0446261955445815,-0.167193173452928,-0.020475311,-0.13686682
-0.0807693705697443,-0.0421884967912289,-0.11797608,-0.019793803
-0.186324296301878,0.0224099691963035,-0.19433142,0.044800602
-0.252980750245108,0.0185803320545204,-0.23829176,0.045373112
-0.273862092859522,-0.042029073482633,-0.24593434,-0.00455028
-0.25433232060954,-0.131606541465063,-0.22249576,-0.080358624
-0.208267674853302,-0.214361715369302,-0.17978062,-0.15170257
-0.152126701803172,-0.257116540507664,-0.13179925,-0.18904752
-0.099060569794397,-0.239247273364428,-0.08998276,-0.17417544
-0.0551526287065202,-0.159019486171471,-0.055672336,-0.10692905
-0.0189911145094919,-0.0343504583563208,-0.019928655,-0.0051696245
0.0155069046278813,0.102340518908967,0.02010704,0.10555537
0.0543221489254487,0.213746894603625,0.06092065,0.19314471
0.0986305855131637,0.268908296185739,0.10327097,0.23208523
0.142157570669143,0.252655379048308,0.14498948,0.20919266
0.171806073823673,0.170341695238599,0.17392057,0.12896405
0.17155312114048,0.0463463266208504,0.17061552,0.015008342
0.128368776559311,-0.0832541312414285,0.12264337,-0.097479984
0.0380971741423545,-0.181619195221834,0.032726705,-0.1754302
-0.090860456285462,-0.222305197034747,-0.08650043,-0.19805178
-0.237565801696028,-0.197176830361826,-0.21514952,-0.16364981
-0.372583911343779,-0.118600973210194,-0.32882065,-0.090058535
-0.465044152089326,-0.0152581610339815,-0.40553594,-0.003255452
-0.490717241876476,0.0770671820904272,-0.4258451,0.07525129
-0.438742511307202,0.126764703211329,-0.37483576,0.12779327
-0.315030034926995,0.116153766502338,-0.25645158,0.13388032
-0.141361868197408,0.0466538333818797,-0.09740308,0.07635659
0.0495123658348563,-0.0621746695576812,0.065210834,-0.03386706
0.221359575176018,-0.17925720530024,0.20774683,-0.14960824
0.342455653944818,-0.27201142540574,0.31212416,-0.22875285
0.392022474660283,-0.316403367896182,0.35392997,-0.26378828
0.363651666516375,-0.303806934597282,0.3164339,-0.26066613
0.265220040148766,-0.242583653613955,0.20977844,-0.22306609
0.115787001842544,-0.154133095869662,0.06584639,-0.15373376
-0.0593323222458762,-0.0650308688473987,-0.08693722,-0.06543638
-0.233879029986637,0.0018707170860291,-0.23303273,0.008176047
-0.385120948794989,0.034278124692794,-0.35427445,0.038202398
-0.496771711723129,0.032991653131854,-0.44200063,0.028293857
-0.560234404707906,0.0095332147654903,-0.48815638,-0.0004843939
-0.574483973866071,-0.0199389686839215,-0.4911363,-0.024790011
-0.545073349653199,-0.0419121241539089,-0.45694143,-0.031486914
-0.482663995984168,-0.0511108897780728,-0.39697713,-0.021663468
-0.401264527721312,-0.0522242106726581,-0.32425216,-0.0076501514
-0.316176842356628,-0.0571178442846195,-0.2512734,-0.0051649157
-0.241626251314901,-0.0786591799513956,-0.18991362,-0.0253334
-0.188220665959311,-0.123646057282251,-0.14934942,-0.070452705
-0.160660996311968,-0.187767793645495,-0.13219462,-0.13275655
-0.15635098553951,-0.254851873731292,-0.13336506,-0.19557321
-0.165566971728762,-0.301087678074573,-0.14375034,-0.23760253
-0.173559878701204,-0.303025770980334,-0.15356568,-0.23841274
-0.164413734495373,-0.246620602023857,-0.1508593,-0.18560898
-0.125844836157121,-0.133996099447898,-0.11967605,-0.083881184
-0.0536329381314503,0.014778724629735,-0.048081942,0.04254147
0.0457485568942852,0.165986213149723,0.05020373,0.1640063
0.155382244830984,0.281604775912282,0.14827475,0.2530734
0.251339171945005,0.330833736631432,0.22750658,0.28848755
0.308619691594369,0.300013545478162,0.27694976,0.25323418
0.308066261215508,0.19752483808306,0.28125262,0.14896986
0.242270194981794,0.0518169750924667,0.22357772,0.0066117942
0.118655814765199,-0.0970261099532111,0.10492,-0.12648463
-0.0413237559585551,-0.20958966734726,-0.045609355,-0.21358734
-0.206820437668527,-0.259348610024712,-0.18984666,-0.24300677
-0.344849684421092,-0.240800063732223,-0.3039895,-0.21941687
-0.42817166873556,-0.170799822089425,-0.3730669,-0.15336567
-0.441608623464445,-0.0826178234616586,-0.3842739,-0.06560821
-0.385102087010023,-0.0146353974889401,-0.33334053,0.010336748
-0.272817157648888,0.0026117396606626,-0.23148477,0.03887587
-0.12878563213787,-0.0432124148116548,-0.10393347,-0.0006172024
0.019441289787452,-0.141888614716807,0.020973979,-0.09877087
0.14719666460471,-0.263696526194938,0.12954506,-0.21530712
0.237401808380233,-0.368851071390389,0.2128058,-0.306941
0.282536973094893,-0.420217226351015,0.25654265,-0.3493582
0.283831380877099,-0.395171724588127,0.2480046,-0.331935
0.248517037027357,-0.292825408589685,0.19589263,-0.25407055
0.186481961364844,-0.134397548279853,0.12882869,-0.12651244
0.107605295764924,0.0432069607302853,0.06558843,0.02615299
0.0205248664358883,0.198390125122174,7.498055e-05,0.16718134
-0.0671786973246052,0.296818720983039,-0.06783132,0.2557451
-0.148073502862508,0.320592592027258,-0.13057049,0.27714866
-0.214243799106135,0.271946485866765,-0.17751439,0.23720425
-0.257750115452005,0.170705654541083,-0.20507152,0.15453397
-0.272404984306725,0.0467642720155708,-0.21294752,0.052640967
-0.256336119243428,-0.0696326487756254,-0.19976392,-0.04485739
-0.214228918411796,-0.156524024000444,-0.16741487,-0.11887589
-0.158003061945173,-0.205126806537771,-0.12516522,-0.1607085
-0.105087666265616,-0.219798752308335,-0.08736695,-0.17368424
-0.0743017000294924,-0.213639956831594,-0.0688611,-0.16873676
-0.0803218402421784,-0.201738453188689,-0.08074553,-0.15785347
-0.128450788423125,-0.194702937087356,-0.1262256,-0.14919402
-0.211570963508989,-0.194797817143113,-0.19784158,-0.14568013
-0.31065581123547,-0.195879541311798,-0.27864736,-0.1453787
-0.399136948093239,-0.186870199099423,-0.34786075,-0.14038846
-0.450131922422697,-0.157231231057876,-0.38613033,-0.116572365
-0.444472024700381,-0.10225415233735,-0.37836888,-0.062270746
-0.377027634955401,-0.0261567059229394,-0.31759548,0.017472588
-0.259207012460005,0.0581477357038405,-0.2096282,0.09943367
-0.11662103480507,0.132504884739848,-0.07663949,0.15844455
0.0175836896530367,0.178961234825614,0.04559748,0.18251994
0.111814128971064,0.185312541545665,0.1269449,0.17104355
0.144808787032138,0.148919545669078,0.15219611,0.1252275
0.111421895278392,0.07761490555688,0.117841884,0.05278553
0.0236597256111036,-0.0124623606985694,0.033130996,-0.027899845
-0.0932782392194785,-0.10128100606274,-0.08036172,-0.09870544
-0.208614945070026,-0.17012567151385,-0.18410265,-0.15043962
-0.294796388468425,-0.206046986738585,-0.2561026,-0.17666489
-0.334702431065321,-0.204409670785377,-0.28864747,-0.16995236
-0.325114551607783,-0.169107036468817,-0.28161985,-0.12941374
-0.275609419667305,-0.110744756228347,-0.24044523,-0.06711607
-0.203606113544708,-0.0436029718291433,-0.17625687,-0.0019555367
-0.127549382910225,0.0176651675675714,-0.10427278,0.05012001
-0.0607331463773858,0.0608236495996051,-0.03896587,0.0798367
-0.007892019134192,0.0779257541327214,0.011996392,0.08381021
0.0344313425246414,0.0662235085523697,0.050316337,0.06239787
0.074181374838761,0.0282782160690986,0.08224996,0.019050485
0.118428033234205,-0.0285521358502604,0.11430384,-0.03885597
0.168617498427161,-0.0931881269847514,0.15017653,-0.10054046
0.218428596032638,-0.152513413513334,0.18630788,-0.15386462
0.255196677485459,-0.193687859814216,0.2118425,-0.18855964
0.264464384236225,-0.206902116581649,0.21299982,-0.19875038
0.235969040368291,-0.188069281258447,0.18043749,-0.18274331
0.168749490492121,-0.140680979493099,0.11608444,-0.14179355
0.0732950317456474,-0.0760154812828793,0.033491444,-0.08175309
-0.0303082271618932,-0.0111850033362976,-0.049453385,-0.015487605
-0.117821136707645,0.0348781538950938,-0.11817851,0.035497844
-0.168123034734734,0.0466487173987872,-0.15302855,0.052050382
-0.169807989291079,0.0169927854057835,-0.14747702,0.029552445
-0.124759166179615,-0.0497424300868579,-0.105879635,-0.02794065
-0.0473726678941965,-0.137815283019162,-0.041578464,-0.10813676
0.0403705241483373,-0.223743926654918,0.030711811,-0.18766582
0.116295290081164,-0.28276078834376,0.0939631,-0.24085668
0.165287192142952,-0.296261717448866,0.1324687,-0.25305432
0.183828908581162,-0.257915756154878,0.14144793,-0.22201574
0.180191978165338,-0.17632685417808,0.13200638,-0.15559296
0.170225991260518,-0.0731115117770565,0.123248845,-0.070726156
0.170309614926221,0.0233004950647866,0.12866889,0.009141443
0.190112317077222,0.0863888324883961,0.15209223,0.060362756
0.227951569971443,0.100088006302918,0.18946226,0.06854663
0.270641047661977,0.064364834756131,0.2285521,0.034370355
0.298104698646097,-0.0041170838995571,0.25192168,-0.026960421
0.291247415783085,-0.0766550834651129,0.24334574,-0.09075323
0.240269895159357,-0.121166163523543,0.1945821,-0.12970003
0.150284734199832,-0.112182749320051,0.11201088,-0.12015558
